Entry	Cross-reference (Pfam)
Q6PIW8	PF08318;
Q9GIM1	PF00129;
B3KMS9	PF09324;
B3KUH3	PF16016;PF02893;
B4DED9	PF00640;PF14604;
B4E3G4	PF11573;
Q59G04	PF09068;PF09069;PF00569;
A0A0C7DV97	PF00993;
A0A0E3DCM0	PF00969;
A0A0E3DCP8	PF00969;
A0A0U1UAU5	PF09294;PF01108;
A0A140VJZ4	PF01088;
A0A141AZ79	PF00129;
A0A142J265	PF07654;PF00969;
A0A186VN50	PF00129;
E0X9J6	PF00129;
H2E2A8	PF00969;
Q860B6	PF07654;PF00129;
B4DJP3	PF00887;
Q7YP24	PF00129;
A0A0H4LX05	PF07654;PF00129;
B7ZW30	PF14186;PF08910;
D6RFX7	PF15388;
F8R104	PF00129;
A0A0G2JPA6	PF00047;
B2R9I6	PF00001;
D7NPA6	PF00129;
F8SKY5	PF00129;
A0A0A7C701	PF00129;
A0A0D4BKI4	PF00032;PF00033;
A0A0A7C4V8	PF00129;
A9JPE7	PF00129;
D3U463	PF00129;
H7C0S2	PF10188;
Q6PIE7	PF07653;
A0A075X6W5	PF00361;
D2DKH1	PF00129;
G0WVB1	PF00129;
H3BS09	PF01302;PF00443;
B1AK95	PF05622;
F6UDC6	PF00035;
G9HRM1	PF00129;
H3BMS7	PF07717;
A0A0F6R9J4	PF00969;
A0A0M3LCM5	PF00969;
A0A140VK56	PF00923;
A0A0K0KRH9	PF00969;
A0A120GWC2	PF00969;
A0A143FYL1	PF00499;
U5YTY6	PF00129;
A6NCT7	PF01391;
A6ZGS6	PF00146;
D4HPA9	PF00129;
A0A0A7C4H8	PF00129;
A0A0A7C865	PF00129;
A0A0K0KRF3	PF00129;
A0A0K0KS20	PF00969;
B4DUV4	PF10250;
Q5ZEY9	PF07392;
Q8NFB8	PF08210;
C9E1G3	PF00129;
E5RJH7	PF01352;
J3KRG0	PF00817;
L0BW52	PF00969;
Q59G66	PF00643;
Q9MY69	PF00129;
Q1M0P3	PF01607;PF00704;
Q5U7L2	PF00129;
G5EA18	PF00035;PF16482;
Q4R1L7	PF00146;
A0A0G2JR20	PF15964;
B2RE06	PF06046;
F1CCJ3	PF00129;
F4NBS9	PF07654;PF00129;
F5H4M0	PF07200;
A0A0G2R1A3	PF00969;
A0A0G2R1S7	PF00969;
A0A143FYI4	PF00507;
B2RBM0	PF01352;
F4YU81	PF00129;
O02928	PF07654;PF00129;
O78076	PF00129;
Q30041	PF00969;
Q7Z4G3	PF13895;
S5DU29	PF07654;PF00129;
V9HWB8	PF00224;PF02887;
A0A0S4T4M2	PF07654;PF00129;PF06623;
A0A0S4XR00	PF07654;PF00129;PF06623;
A0A023I8N5	PF06455;PF00361;PF00662;
A6PVN3	PF00755;
A8K4T3	PF09817;
F6KRT2	PF00129;
I3QHR5	PF00129;
B7SFZ3	PF00129;
B7Z1W1	PF01094;PF00060;PF10613;
A0A076J9C2	PF07654;PF00969;
H3BRR3	PF00501;
M0R0H0	PF00129;
Q45XP5	PF07654;PF00129;
U6EUF0	PF07654;PF00129;
B1ALA7	PF13793;
D9IFP7	PF00129;
H9QK86	PF06444;PF00361;
M1VED6	PF07654;PF00969;
O02925	PF07654;PF00129;
V9GYC9	PF10236;
U5YUF0	PF00096;
C0KJV7	PF00129;
M4STE7	PF00129;
Q52QV3	PF07654;PF00129;PF06623;
E9PM95	PF05461;
E9PQ01	PF04818;
G0ZMH8	PF00129;
G1EQ54	PF00129;
B3KV09	PF00531;PF17217;PF00791;
B4DE47	PF03798;
B4DZU9	PF03920;
Q9UMY2	PF02826;
A0A0X9ZSG1	PF00032;PF00033;
H0YJB6	PF00373;
A0A140T9Y9	PF07654;PF00993;
A0A075B6L0	PF07654;
A1XP52	PF00012;
B7Z2V7	PF00995;
J7HR70	PF00499;
A0A0B4J230	PF04568;
D6RA49	PF00076;
F8WF70	PF00795;
Q66GT8	PF07989;
Q67AG2	PF07654;PF16196;PF00993;
Q67AK1	PF07654;PF00969;
V5L7E1	PF00129;
V5LDU3	PF00129;
C9J406	PF09731;
F5CR29	PF00969;
F5GZY1	PF01937;
F5H6A0	PF01302;
A2J1M3	PF07686;
Q45YJ5	PF00129;
Q5QNY5	PF04614;
Q96TB3	PF00429;
Q9Y444	PF09514;
U5IQM1	PF00129;
B2R602	PF05147;
B4DRS0	PF03370;
A0A180H643	PF00129;
A7YL15	PF00047;
G9I2L2	PF00129;
I3Q509	PF06455;PF00361;PF00662;
I7LR87	PF07654;PF00129;PF06623;
Q5S8X1	PF00032;PF00033;
E5RIC9	PF01501;
A7E240	PF03160;PF01699;PF16494;
T1WF25	PF00129;
A0A1B0GUC7	PF13499;
A0SC83	PF00032;PF00033;
E7E459	PF00146;
H7C4P5	PF04103;
Q5G274	PF07654;PF00129;
D4HPK5	PF00129;
O02929	PF07654;PF00129;
Q9UHH3	PF00201;
Q96JW9	PF13768;
O19588	PF00129;
B4DR70	PF00076;PF00641;
K7EJN0	PF01352;
D1MZT9	PF07654;PF00129;
C8C9V8	PF00129;
D5H3T1	PF07654;PF00129;PF06623;
H7BYW6	PF00341;PF04692;
L0BVN6	PF00969;
Q6NT26	PF13499;
A0A0C4DGD4	PF07286;PF14336;
G0KXI2	PF00129;
A0AVP6	PF02083;
B3KMU1	PF16206;
B3KSK4	PF01571;PF08669;
B3KW67	PF00022;
B4DE37	PF03690;
C6K4L2	PF00129;
I6MHH9	PF00129;
Q15107	PF13895;
V5NPR0	PF00129;
A0A0U4ARJ3	PF13895;
A0A059RJD1	PF00032;PF00033;
J7F572	PF00129;
Q6J0S1	PF00129;
J7F655	PF00129;
J7HJP1	PF00001;
U5YJH0	PF07654;PF00129;
B2RTX8	PF07814;
M9P9P8	PF00129;
Q6PJQ9	PF15996;
E7EPL6	PF00067;
E7ES64	PF09068;
E7EVG6	PF00076;
J3KTP8	PF00003;
Q86WL6	PF00047;
A0A0B7NY78	PF07654;PF00129;PF06623;
A1E125	PF00129;
Q53H10	PF02037;
C9WEX1	PF00969;
F5H664	PF02121;
M9PAL9	PF00129;
Q13584	PF00180;
A0A0N7A6C3	PF00129;
B4DG64	PF00817;PF11799;
D6MLD1	PF00129;
B4DNQ3	PF07714;
C9J668	PF12348;
D5FI12	PF00129;
D6MJD8	PF00129;
Q9H5X7	PF02582;
K7ERW9	PF02374;
E9PQJ9	PF09799;
G1EQL8	PF00129;
G0LXY7	PF00969;
J3KN23	PF02828;
R9QZ22	PF00129;
R9Y638	PF00507;
U3PQS9	PF07654;PF00969;
D2DKV2	PF00129;
D2DL23	PF00129;
Q08173	PF07654;PF00129;
Q9HAE7	PF08337;
A0A0E3DC34	PF00129;
E9PM99	PF02023;
A0A0A7C5V1	PF00129;
A0A0A7C9C2	PF00969;
B6V6K4	PF00129;
Q1PBK5	PF00129;
Q56R93	PF00992;
Q5U5N5	PF00096;
A0A186VNM1	PF00969;
A5PHT4	PF07654;PF00129;
A8K647	PF00001;
E2DH90	PF00129;
F6IQF3	PF07654;PF00129;
F6KRN5	PF00129;
H0YN10	PF02770;PF02771;
A0A059QVD6	PF00507;
A0A0R4QFI1	PF01059;PF00361;
A0A0S4XR27	PF07654;PF00129;PF06623;
B2R7T5	PF05608;
C7FDQ7	PF00129;
F4YTD7	PF07654;PF00129;
F5H1Q8	PF00067;
A0A087WY72	PF15549;
D7NNT3	PF00129;
H7CHW8	PF07654;PF00129;
Q99889	PF01073;
A0A098GY48	PF07654;PF00129;
A0A0A7C9F9	PF00969;
D2D3H9	PF00969;
M0R1X0	PF10396;
A0A182AU56	PF07654;PF00129;
F1T0E7	PF00335;
Q4F7G2	PF00129;
Q9TQ29	PF00129;
A0A087WWZ2	PF12237;
F8VUA6	PF17135;
O19649	PF00129;
Q705V5	PF00129;
Q6YFJ7	PF12403;
A0A0B5JAF5	PF00969;
A0A109NRF2	PF00129;
B2R8Y6	PF08514;
E5RVA0	PF00969;
H3BR84	PF02487;
H7C386	PF00293;
A0A0H4LZ21	PF07654;PF00129;
B3KQJ7	PF00335;
C7FDV8	PF00129;
F4ZW62	PF07528;
A0A0X7YUA2	PF00969;
A2A492	PF12496;PF13716;
F8WC57	PF00405;
S4T6U0	PF00969;
U3TJJ6	PF16185;
V5NQ95	PF00129;
V5NW11	PF00129;
B2R514	PF01398;PF13012;
A8K097	PF01399;
I3NI53	PF02423;
I6QQS6	PF00129;
Q9GJ42	PF00129;
A1Z0M3	PF07654;PF00129;
A2BGT6	PF06758;
B3KM73	PF06743;PF08368;
C6KD92	PF03414;
W6N8T7	PF07654;PF00129;
C6ZNL7	PF00047;
E5RK40	PF07766;
H9SX38	PF06444;PF00361;
F5H3G1	PF03850;
O19642	PF07654;PF00129;PF06623;
U5YBN1	PF00129;
A0A0K0KRZ5	PF00129;
B4DWA9	PF00566;
A0A0B4U8R5	PF01642;
M9P8U8	PF00129;
Q6DV47	PF00969;
U5YC25	PF00129;
B3KT11	PF04981;
B4DVA5	PF09286;
D5FHS3	PF00129;
H8WV74	PF00969;
A0A0A7C4B0	PF00969;
B8K2E9	PF00201;
E9PJG8	PF02733;
Q86WN0	PF11945;
U3LHC8	PF00667;
F8W1G0	PF07912;
A0A059QEI7	PF00146;
A0A059QJE1	PF00032;PF00033;
A0A186VN23	PF00129;
B8ZZI9	PF15045;
Q86YV1	PF07679;PF13895;
U3N7V6	PF07654;PF00129;
U3PXW9	PF07654;PF00969;
A0A024RAF1	PF03114;PF14604;
E9PI04	PF10165;
E9PJU8	PF08925;
E9PKN6	PF05577;
E9PKY3	PF12537;
G3V3I1	PF00227;PF10584;
A0A0A7C5F4	PF00129;
A0A0X7YKX4	PF00129;
V5NQZ9	PF07654;PF00129;
B3CJD5	PF01056;
B4DGN4	PF01485;
B4DTC3	PF08143;PF00076;
J3KP92	PF00069;
A0A087WVY2	PF02828;PF00595;
A9NIU4	PF07679;PF00069;
D5FHL6	PF00129;
L7PG25	PF00129;
A0A141AZ40	PF00129;
A0A142DV42	PF00047;
H7C1J3	PF00676;
A0A059RD49	PF06455;PF00361;PF00662;
B3KUM5	PF07842;
F8W1Z8	PF00025;
V5J9X8	PF00129;
A0A0G2R1T0	PF00969;
A0A0A0MSK8	PF05279;
B2RBV7	PF00888;PF10557;
B4DJE7	PF00441;PF02770;
A0A075B7D4	PF07686;
B2RBX8	PF08231;
B2RDN1	PF14497;PF13417;
F5BAB3	PF00032;PF00033;
K7P5Y2	PF00129;
A0A0H4LX00	PF07654;PF00129;
D3U3P8	PF00129;
J7Q2I4	PF03414;
M0R1L6	PF00096;PF13912;
N1NVB1	PF00969;
Q05CV6	PF00988;
Q9TPX5	PF00129;
B5B059	PF00129;
M9ZRC7	PF00129;
W8DRA6	PF06455;PF00361;PF00662;
Q5JSZ2	PF03920;
E7EPT0	PF01352;
E7ESE0	PF00347;
Q16016	PF00075;
Q6MZW5	PF10510;
A0A067XJX6	PF17085;
D2DKM8	PF00129;
D2DL18	PF00129;
D6MKV1	PF00129;
F2VNS9	PF00129;
H3BLV9	PF00069;
H3BSE3	PF02441;
U5IQK9	PF00129;
J3KN97	PF00130;
J3QSV6	PF00687;
Q8SNB1	PF07654;PF00129;
A0A1B0GWB2	PF04505;
F2VNM7	PF00129;
Q599P3	PF00129;
H6WHT5	PF00895;
C9WEP4	PF00129;
H7C3F0	PF01391;
H7C484	PF04161;
H9C3K4	PF00129;
H9E798	PF01059;PF00361;
A0A0A7C3G7	PF00969;
B4DPP0	PF00335;
C9J808	PF12196;
H8WV77	PF00969;
Q3MQ00	PF00129;
Q7YNY8	PF00129;
A0A024R5D6	PF09666;
D2DKF5	PF00129;
E9PNQ9	PF04201;
H7C3L0	PF08337;
L7PG19	PF00129;
Q9UP70	PF03414;
A0A0A7C510	PF00129;
A0A0A7C791	PF00969;
A0A0A7C937	PF00129;
B9WPM8	PF07654;PF00969;
Q6ZYN2	PF00129;
Q9H948	PF01248;
B4DE63	PF01593;
B4DLY0	PF10374;PF10373;
B4DRV8	PF00868;
C6JSX8	PF00129;
V5JAN8	PF00129;
A0A0U1RQX5	PF03950;
D9IFQ0	PF00129;
A0A0E3DD03	PF00969;
A0A059RWX3	PF00507;
H0YNU5	PF08072;PF16204;PF16202;PF00270;PF00271;PF16124;
B7Z7L4	PF00748;
F8SKT2	PF00129;
F8SKU6	PF00129;
F8W8U9	PF04118;
A0A059RNK2	PF00146;
F1CCN4	PF00969;
A0A076N2Z3	PF07654;PF00969;
B2G4X1	PF07654;PF00129;PF06623;
C7FDP6	PF00129;
C9JNG9	PF00092;
F1C3G9	PF00969;
F4YU40	PF00129;
F5H5G1	PF07679;
F5H7Z5	PF05251;
G9I2J8	PF00129;
G9LIG4	PF06455;PF00361;PF00662;
Q32Q62	PF00687;
Q75T53	PF02535;
Q8HWM2	PF00129;
U6C266	PF07654;PF00129;
U6EFV3	PF07654;PF00129;
B2RAJ0	PF13330;PF00090;
F2X5Y1	PF00129;
G9HRN3	PF00969;
J3QR00	PF12739;
M9PAC3	PF00129;
Q5JT49	PF00569;
A0A059RQJ8	PF00146;
A0A0K0K1K1	PF02800;PF00044;
Q5VUB9	PF00975;
D2DKK0	PF00129;
H3BRE8	PF08620;PF08621;
Q3BBU5	PF06758;
Q7KZX8	PF03144;PF03143;
B7ZBA4	PF11977;
E9PLL6	PF00828;
G1EMV5	PF00969;
G1EPU2	PF00129;
G3V5S3	PF14634;
Q7Z3W8	PF00096;
Q86UM1	PF00076;
A0A0K0KRA9	PF00129;
A0A0N7A4E8	PF00129;
A0A024R2N1	PF01352;
A0A0A7C5J8	PF00129;
A0A0A7CAK6	PF00969;
A0A0U1RQG9	PF12605;
E9PHH0	PF00855;
E9PRB7	PF09764;
B1B5R9	PF02275;
B7Z5E5	PF16979;
Q5JZ47	PF07654;PF00129;
S6C4R2	PF07654;PF07686;
A0A0D9SG76	PF00743;
A0A141R7G5	PF00969;
A0A0G2JQM2	PF15964;
D0UWM4	PF00047;
H0Y5U2	PF00090;
A0A140TA84	PF15884;
A0A0E3DC58	PF00129;
A0A0E3DCZ0	PF00129;
A0A0E3DDY5	PF00969;
A0A0U2X5S9	PF07654;PF00129;PF06623;
A0A0A0MT66	PF01271;
A0A0S2Z6C8	PF00083;
C7FDR7	PF00129;
F4YTF9	PF07654;PF00129;
F5A4J5	PF07654;PF00129;
F5GZY7	PF02991;
A8KAA2	PF06565;
I4ENP1	PF07654;PF00129;PF06623;
Q9NT50	PF00328;
A0A087X185	PF09270;
E2D5M9	PF00129;
E2DH92	PF00129;
F6IQ94	PF07654;PF00129;
H0YGN5	PF00266;
H6A2G1	PF00129;
I3L1L9	PF01467;
Q860B1	PF00129;
Q8IZM6	PF13716;PF00620;
Q8WXL0	PF00007;
H9XFA7	PF04104;
A0A0N9MHY4	PF07654;PF00129;
A0A087WT60	PF10274;
A0A087WUW9	PF00025;
D0W032	PF07654;PF00129;
D3Y5Z6	PF00129;
M1KN83	PF00969;
B4E052	PF00091;PF03953;
Q56FN4	PF07654;PF00969;
V5L5K8	PF00129;
B4DTN9	PF05024;
H3BR08	PF03332;
T1WEN4	PF07654;PF00129;
Q2YHR8	PF07654;PF00129;PF06623;
B7Z9J9	PF07679;PF00047;
A1YZ73	PF00435;
B2XGY7	PF00032;PF00033;
B3KNW9	PF09445;
B9TX69	PF11277;
Q4W5C6	PF02798;
Q59EU4	PF05986;PF00090;
D6RAT2	PF09271;
E5RGX8	PF14950;
H7BSL1	PF07654;PF00129;
M0QYV2	PF00149;
M0R297	PF01352;
B2R983	PF14497;PF13417;
H3BRK3	PF02525;
H3BVC0	PF02214;
B4DG60	PF07888;
B5BUJ8	PF00069;
M9PA39	PF00129;
A0A0J9YVQ7	PF00271;
A0A1B3TN90	PF00096;
U5IRD0	PF00969;
A6ZEQ1	PF00032;PF00033;
C4PJL6	PF00969;
E7E8T7	PF00621;PF00018;
E7EWE5	PF00106;PF01575;PF02036;
L7XZ04	PF00146;
Q8NFC3	PF08210;
Q9TP46	PF00129;
A0A0A7C5J4	PF00969;
H9C5I7	PF00129;
J3KTI3	PF01513;
A0A059RBT2	PF01059;PF00361;
B2XKK5	PF06455;PF00361;PF00662;
B4DWQ6	PF03208;
C0KJY4	PF00129;
C1KBJ9	PF00129;
J3KSS9	PF00001;
K7ESC5	PF15051;
Q9MXZ8	PF00969;
Q6ZXX1	PF00129;
Q9C0J6	PF03178;
Q9P2Z4	PF00243;
D3U7U9	PF00129;
I1W1L6	PF00129;
M4Q009	PF03727;
Q562V5	PF00022;
Q6RFR5	PF00096;PF13912;
H3BR18	PF00835;
Q29761	PF00129;
A6H579	PF07654;PF00129;
A7U966	PF00129;
B3KRW2	PF09457;
D6RBR5	PF01151;
F8WCZ4	PF00226;
Q67AG1	PF07654;PF16196;PF00993;
A0A0C4ZNA0	PF00129;
E5E1W1	PF00146;
F2VYK1	PF00129;
J3KPL8	PF00640;
Q5JPK0	PF02845;
A0A0B6XK76	PF00129;
C9WCR1	PF00129;
M4N6I7	PF00969;
M9PAB6	PF00129;
A0FGV1	PF07458;
A5JSG6	PF00129;
B3KT81	PF07728;
B3KUT8	PF04824;PF04825;
B4DRW5	PF00689;
D2KZ22	PF07654;PF00129;
G1EMX3	PF00969;
Q1ZYL7	PF01501;
Q8TDC5	PF00083;
S4TZI3	PF00129;
D6RBU8	PF12348;
D6RIZ3	PF00179;
F8WC78	PF12480;
Q3B837	PF08919;
V5NXN3	PF00129;
V9J3Q6	PF06444;PF00361;
A0A0B7MB11	PF07654;PF00129;PF06623;
A0A1B0GVG1	PF12052;
Q5ND69	PF07654;PF00129;
A0A141AZ70	PF00129;
A0A1B0GUU9	PF07654;
H7C2Q5	PF08423;
B2ZSE2	PF07654;PF00129;PF06623;
E7EX42	PF00151;
J3QLB7	PF15169;
J3QSA1	PF12739;
A0A0A7C9Z3	PF00969;
A0A0E3DD27	PF00129;
A0A0E3DDI0	PF00129;
A0A142J243	PF00129;
A4USH0	PF00129;
B3KPX1	PF00441;
B4DG42	PF01284;
B4DI60	PF00307;
C9E1F0	PF00129;
G1EMX7	PF00969;
G1ENS0	PF00129;
G1EQI3	PF00129;
A0A024RAP5	PF02991;
Q45NE2	PF07654;PF00129;
Q5T2L0	PF07686;
V5LLA1	PF00129;
V5NSW3	PF07654;PF00129;
B7ZLS3	PF02023;
H0YCB0	PF00108;
E7EVJ3	PF12062;PF00685;
J3QQZ2	PF12414;PF00076;
M9P9W0	PF00129;
A0A0A0MSJ4	PF00017;
A0A1B1UZK3	PF00969;
A0A1C8DVJ5	PF00129;
Q6T772	PF00129;
A0A059RES2	PF00032;PF00033;
F2VP50	PF00129;
B3KSU9	PF12706;
A7UP03	PF00969;
A8K3T7	PF01607;PF00704;
A8K7Z7	PF07686;
A8W2K5	PF01119;
E2J829	PF00955;
F6IR22	PF07654;PF00129;
H0YE29	PF13716;PF00620;
I6TEY9	PF00129;
Q71RH4	PF10587;PF00736;
S6EWF0	PF00129;
A0A1C8DV30	PF00129;
F2Z2X4	PF08767;
Q95465	PF00969;
A0A0B5JHW3	PF03414;
A5JSF5	PF00129;
C5IZR9	PF00129;
C5IZX9	PF00129;
I6MHF6	PF00129;
V5NVS9	PF00129;
A0A0E3DDM3	PF00969;
M0QXW0	PF07686;
Q861B9	PF00129;
Q9NUF9	PF00334;
M9P9B8	PF00129;
M9P9E3	PF00969;
Q4EWK0	PF00032;PF00033;
Q5TBN9	PF13764;
A0A1B0GVC3	PF00071;
A1DS51	PF00969;
H3BPT7	PF07776;
R4RWW2	PF07654;PF00129;
T2D2V0	PF00969;
T2HMZ1	PF00032;PF00033;
U5YMN1	PF07654;PF00129;
C9JXS9	PF12763;
B4DFZ2	PF01602;
A0A0G2JPA3	PF07654;PF00129;
K4JER4	PF00129;
K7ENS5	PF15388;
O19616	PF00129;
Q30009	PF00969;
Q5HYK6	PF09728;
Q7YCG5	PF00032;PF00033;
A0A089H983	PF00001;
B8Y0L3	PF05279;
E9PHT3	PF16016;
G1ENH1	PF00129;
G1EQH6	PF00129;
G1FFE8	PF00122;
A0A0A7C4N1	PF00129;
A0A0A7C4Z4	PF00129;
A0A0A7C8K2	PF00129;
E9PGB1	PF00389;
S5DU01	PF07654;PF00129;
V9JQD4	PF06444;PF00361;
A0A024R7M6	PF00320;PF16563;
A0A024RAM2	PF00462;
H0YC79	PF04666;
H0YI09	PF08241;
A0A087WUZ3	PF00307;PF00435;
M1F4V1	PF00129;
A0A0A7C9E3	PF00969;
A0A0G2JQN8	PF06003;
A4FUA5	PF05586;PF05587;PF00092;
A0A0G2R1M9	PF00969;
A0A0S2Z4Z1	PF01344;PF07646;
F4NBT1	PF07654;PF00129;
F5H4A7	PF02373;
H0Y8S8	PF00899;PF10585;
I4EPF2	PF07654;PF00969;
U3KQB4	PF11635;
A0A0J9YX75	PF07686;
H0Y3S0	PF00151;
H0Y7C1	PF00689;PF00122;
H0YKF6	PF13855;
I3VZ23	PF00129;
Q31641	PF00969;
D7NP11	PF00129;
G3GAU4	PF07686;
M1XJE8	PF07654;PF00129;
A5Y2F0	PF13895;
F2Z2E0	PF01266;
K7EKT4	PF00096;
K7EN95	PF00069;
K7ERN2	PF03921;
Q3MS87	PF07714;PF00017;
Q9BCP8	PF00969;
A0A0N7A4P8	PF00969;
A0A0K0KRN6	PF00969;
F8W1G2	PF13640;
A0A0A7C980	PF00969;
H7C0E3	PF16043;
Q6IRT0	PF00443;
Q9UEX9	PF00969;
A0AQY7	PF00969;
B2R8H6	PF00001;
B3KS89	PF01144;
I6MHH3	PF00129;
Q27I60	PF00129;
A0A0A0MRR6	PF16066;PF00041;
C9JAM5	PF00566;
F4NC11	PF07654;PF00129;
F5GXE0	PF02157;
F5H6W4	PF12906;
A0A0E3DDT6	PF00969;
A0A0U1WN35	PF00047;
A0A140VK39	PF12697;
A0A0G3EHC5	PF07654;PF00129;
A0A059QP35	PF00146;
A0A0X1KG71	PF06209;
G0KXG2	PF00129;
D2DKG4	PF00129;
B2R6S2	PF02157;
A0A0K0KS65	PF00129;
B5MCN5	PF12348;
D2DL33	PF00129;
E5RHC2	PF09764;
Q45NE5	PF00229;
E7ET17	PF00106;PF01575;PF02036;
F2X602	PF00129;
F2RM73	PF07654;PF00969;
Q0VAI6	PF00628;PF16737;
U5YBJ3	PF00129;
U5YCG9	PF00129;
A0A0J9YXS4	PF09769;
C9WEL2	PF00129;
D0EL25	PF00129;
M4MD36	PF00969;
Q6V117	PF00129;
A0A059QWC3	PF06455;PF00361;PF00662;
C9JJQ8	PF00091;
B4DG12	PF10177;
B4DNH3	PF13640;
B4DPY6	PF07714;
D5FZJ7	PF00129;
A0A0K0KS74	PF00969;
A0A0U5PUT0	PF07654;PF00129;PF06623;
K7EJJ4	PF04144;
E5DCR1	PF00129;
K7EIS2	PF03024;
K7ENM2	PF04389;
O19602	PF00129;
Q53GL5	PF00180;
Q5JPJ4	PF10199;
S6BAQ5	PF03098;
A0A024R9W0	PF16881;PF04055;
B0LUU4	PF00969;
B7Z3W8	PF00209;
H2BE84	PF00129;
Q3ZUS9	PF00129;
A0A024R0A1	PF05337;
G1EMP0	PF00129;
Q9P0F8	PF00047;PF07686;
B3KP69	PF01501;
B3KS36	PF00297;
B3KVT6	PF02121;
E9PN68	PF08416;
A0A180H5N7	PF00969;
A0A0A7C3S1	PF00129;
A0A0A7C3Y2	PF00129;
F8VSH4	PF00069;
Q7YPZ4	PF00969;
R4MS56	PF00129;
A0A096LP26	PF11945;
A0SCE8	PF00032;PF00033;
B4DWG1	PF02862;PF00536;
H7C5I2	PF00241;
X5BSI3	PF00032;PF00033;
A0A0A7C5H3	PF00129;
A0A0A7C5X0	PF00969;
A0A0A7C764	PF00969;
F2VNP5	PF00129;
H0YIP3	PF14901;
Q5ENW2	PF00129;
Q5TZY0	PF00762;
H3BTX0	PF15364;
Q5ZGJ1	PF07686;
Q9UG14	PF01352;PF00096;PF13912;
S4R3W9	PF01245;
B4DHA2	PF00090;
B4DQ27	PF03781;
C9JBU8	PF10480;
C9JQ48	PF01754;
C9JW37	PF01398;
Q6TKP9	PF12349;
Q860B3	PF00129;
A0A087X009	PF03414;
E2D5L7	PF00129;
E5QAB6	PF06455;PF00361;PF00662;
H0Y6P3	PF02760;
H0YL16	PF00786;
K7ESJ4	PF01984;
A0A0A7C6R4	PF00129;
C8CJD9	PF00969;
D5FUF7	PF00129;
Q58P06	PF00129;
Q6PKB3	PF10037;
A0A140G0A5	PF07654;PF00129;
B3KTE1	PF04699;
B4DE32	PF02735;PF03730;PF03731;PF02037;
Q6ZMG6	PF00939;
B3KVS7	PF02196;
D5FWD9	PF00129;
C9JGT8	PF01217;
A0A087WYD2	PF02492;
A0A0A7C500	PF00129;
A0A0A7C7L4	PF00129;
H7C127	PF00439;
Q6ZXX2	PF00129;
A0A1A9C8N0	PF03414;
B4DJ95	PF00929;
C6K4M8	PF00129;
E3SGD1	PF00969;
Q59FH9	PF02023;
B7Z4B2	PF11838;PF01433;
B7Z6V4	PF00884;
G3V5B9	PF01928;
Q8IW23	PF01094;PF00060;PF10613;
A0A024R565	PF03966;
D6RA73	PF00012;
F8LFN8	PF07654;PF00129;
F8WEF5	PF00628;PF13639;
Q05DU0	PF00076;
Q5T6H2	PF01321;
V5LKH1	PF00129;
B4DRG7	PF05786;
F6KS44	PF00129;
H0YAN2	PF01150;
Q5U0M0	PF02984;PF00134;
A0A158RFT7	PF02214;
U5ISX2	PF00129;
G3D6K6	PF00129;
H3BQ98	PF00929;
M9VP12	PF00129;
O78086	PF00129;
Q861A2	PF00129;
U5YJP4	PF07654;PF00129;
E7E4L2	PF06455;PF00361;PF00662;
E7ETB0	PF06937;
J3QL05	PF00076;
B2RCG5	PF00743;
E9NVH0	PF00969;
F1CCM7	PF00969;
F1CK21	PF07654;PF00969;
X2C0J1	PF00361;
C0M147	PF00129;
Q58A51	PF00069;
A0A059S1Y5	PF00115;
F5GZ52	PF01094;PF00060;PF10613;PF10565;
A0A023I9B6	PF06444;PF00361;
F5H1A3	PF00069;
I6NVT1	PF00129;
Q53GF0	PF02348;
Q5U0A0	PF00227;PF10584;
Q95IY8	PF00129;
Q9UQU5	PF00129;
U4PSC0	PF07654;PF00129;
A0A110BGN2	PF00047;
Q29739	PF00129;
Q9MYB9	PF07654;PF00969;
C9WCY4	PF00129;
Q96T67	PF00004;PF12037;
S6C4Q9	PF07654;PF07686;
A0A059RHT8	PF00507;
C0KLQ4	PF00129;
E5DCP4	PF00129;
H9S4I5	PF00146;
C8CJD6	PF00969;
A0A140VJN5	PF00612;
Q9P0T5	PF04064;
F1CCK4	PF00129;
F8SKT9	PF00129;
Q0E7X4	PF07654;PF00129;
A0A059QQ51	PF00507;
B2R9A4	PF00017;
F6IQN4	PF07654;PF00129;
F8WB07	PF03388;
F8WDS3	PF02931;
K0PB47	PF07654;PF00129;
Q4F290	PF00499;
C0LAA5	PF00129;
E5DCR2	PF00129;
K7ELP7	PF00038;
M0R1G1	PF06814;
J3QR44	PF00069;
E7EVA2	PF12845;
F2X5X3	PF00129;
A0A0N6W7L2	PF00969;
A6ZHD2	PF06444;PF00361;
Q30171	PF07654;PF00129;PF06623;
Q8HWG9	PF00129;
U6BR65	PF07654;PF00129;
A0A186VND1	PF00969;
B3KSX6	PF04042;
D0EP80	PF00129;
A0A0U5Q141	PF07654;PF00969;
C9J8M3	PF00004;
C9JLT7	PF08320;
D5M8B0	PF00129;
F5H478	PF07818;
K9R2C4	PF00507;
A0A0K0KR17	PF00129;
A0A0P1GLR6	PF07654;PF00129;PF06623;
J7K468	PF00129;
A2NWW7	PF07686;
E0X9K3	PF00129;
E0YTL7	PF00129;
H2BE98	PF00129;
Q9UM39	PF00129;
G0ZMG7	PF00129;
G1BEX3	PF00129;
G1EMZ4	PF00969;
A0A0A0MR13	PF00503;
